Scientific name,Common name,"IUCN Red List(2018)Category","IUCN RedList (2019)Category","Reason forchange","Red Listversion"
Piliocolobus oustaleti,Oustalet’s Red Colobus,LC,VU,G,2019‐3
Piliocolobus pennantii,Pennant's Red Colobus,EN,CR,G,2019‐3
Piliocolobus rufomitratus,Tana River Red Colobus,EN,CR,G,2019‐3
Piliocolobus tholloni,Tshuapa Red Colobus,NT,VU,G,2019‐3
Piliocolobus waldroni,Miss Waldron’s Red Colobus,CR,CR(PE),G,2019‐1
Pipistrellus endoi,Endo's Pipistrelle,EN,NT,N,2019‐3
Podomys floridanus,Florida Mouse,VU,NT,N,2019‐1
Pogonomelomys bruijnii,Bruijn’s Pogonomelomys,NT,LC,N,2019‐2
Porcula salvania,Pygmy Hog,CR,EN,G,2019‐3
Procolobus verus,Olive Colobus,NT,VU,G,2019‐1
Prosciurillus leucomus,Whitish Dwarf Squirrel,DD,LC,N,2019‐3
Prosciurillus murinus,Celebes Dwarf Squirrel,DD,LC,N,2019‐1
Prosciurillus weberi,Weber's Sulawesi Dwarf Squirrel,DD,EN,N,2019‐1
Protoxerus aubinnii,Slender‐tailed Squirrel,DD,NT,N,2019‐1
Pseudochirops archeri,Green Ringtail Possum,LC,NT,N,2019‐1
Pseudomys occidentalis,Western Mouse,LC,NT,N,2019‐1
Pteropus faunulus,Nicobar Flying Fox,VU,EN,N,2019‐3
Pudu mephistophiles,Northern Pudu,VU,DD,N,2019‐1
Rattus mollicomulus,Lompobatang Sulawesi Rat,VU,LC,N,2019‐1
Reithrodontomys tenuirostris,Narrow‐nosed Harvest Mouse,VU,EN,N,2019‐3
Rhagomys rufescens,Brazilian Arboreal Mouse,NT,VU,N,2019‐1
Rhinolophus formosae,Formosan Woolly Horseshoe Bat,NT,LC,N,2019‐3
Rousettus madagascariensis,Madagascan Rousette,NT,VU,G,2019‐3
Rungwecebus kipunji,Kipunji,CR,EN,N,2019‐3
Saguinus bicolor,Pied Tamarin,EN,CR,G,2019‐3
Saguinus geoffroyi,Geoffroy’s Tamarin,LC,NT,G,2019‐3
Saguinus martinsi,Martin's Ochraceous Bare‐face Tamarin,LC,NT,G,2019‐3
Sapajus libidinosus,Bearded Capuchin,LC,NT,G,2019‐3
Sciurillus pusillus,Neotropical Pygmy Squirrel,DD,LC,N,2019‐1
Sciurus ignitus,Bolivian Squirrel,DD,LC,N,2019‐1
Smutsia gigantea,Giant Ground Pangolin,VU,EN,N,2019‐3
Sorex antinorii,Valais Shrew,DD,LC,N,2019‐1
Sorex buchariensis,Pamir Shrew,LC,DD,N,2019‐1
Sturnira mordax,Talamancan Yellow‐shouldered Bat,NT,LC,N,2019‐2
Styloctenium mindorensis,Mindoro Stripe‐faced Fruit Bat,DD,EN,N,2019‐3
Sundamys maxi,Javan Sundamys,EN,VU,N,2019‐1
Sylvilagus brasiliensis,Tapeti,LC,EN,N,2019‐2
Sylvilagus insonus,Omiltemi Cottontail,EN,DD,N,2019‐2
Sylvilagus robustus,Davis Mountains Cottontail,EN,VU,N,2019‐3
Sylvisorex isabellae,Bioko Forest Shrew,EN,VU,N,2019‐3
Sylvisorex lunaris,Moon Forest Shrew,VU,NT,N,2019‐1
Sylvisorex vulcanorum,Volcano Shrew,NT,LC,N,2019‐1
Syncerus caffer,African Buffalo,LC,NT,N,2019‐1
Syntheosciurus brochus,Bangs's Mountain Squirrel,NT,DD,N,2019‐1
Thomasomys monochromos,Unicolored Oldfield Mouse,EN,VU,N,2019‐2
Thomasomys praetor,,DD,NT,N,2019‐1
Tursiops aduncus,Indo‐Pacific Bottlenose Dolphin,DD,NT,N,2019‐3
Tylomys bullaris,Chiapan Climbing Rat,CR,CR(PE),N,2019‐1
Tylomys tumbalensis,Tumbalá Climbing Rat,CR,CR(PE),N,2019‐1
Urocitellus brunneus,Northern Idaho Ground Squirrel,CR,EN,N,2019‐3
"",,,,,
BIRDS,,,,,
Acridotheres cinereus,Pale‐bellied Myna,LC,VU,N,2019‐3
Alophoixus bres,Brown‐cheeked Bulbul,LC,NT,G,2019‐3
Amazilia castaneiventris,Chestnut‐bellied Hummingbird,EN,NT,N,2019‐3
Amazona aestiva,Turquoise‐fronted Amazon,LC,NT,G,2019‐3
Amazona imperialis,Imperial Amazon,EN,CR,G,2019‐3
Certhia tianquanensis,Sichuan Treecreeper,NT,LC,N,2019‐3
Chlorochrysa nitidissima,Multicolored Tanager,VU,NT,N,2019‐3
Chloropsis cochinchinensis,Javan Leafbird,NT,EN,G,2019‐3
Chloropsis media,Sumatran Leafbird,VU,EN,G,2019‐3
Chloropsis sonnerati,Greater Green Leafbird,VU,EN,N,2019‐3
Cichlocolaptes mazarbarnetti,Cryptic Treehunter,CR,EX,G,2019‐3
Clytorhynchus hamlini,Rennell Shrikebill,LC,NT,N,2019‐3
Cotinga maculata,Banded Cotinga,EN,CR,G,2019‐3
Cranioleuca henricae,Bolivian Spinetail,EN,VU,N,2019‐3
Cyanolyca nanus,Dwarf Jay,VU,NT,N,2019‐3
Cyanopsitta spixii,Spix's Macaw,CR,EW,G,2019‐3
Dacnis viguieri,Viridian Dacnis,NT,LC,N,2019‐3
Dendrocygna arborea,West Indian Whistling‐duck,VU,NT,N,2019‐3
Diglossa gloriosissima,Chestnut‐bellied Flowerpiercer,EN,NT,N,2019‐3
Eleothreptus candicans,White‐winged Nightjar,EN,VU,N,2019‐3
Eos semilarvata,Blue‐eared Lory,LC,NT,N,2019‐3
Eremomela turneri,Turner's Eremomela,EN,NT,N,2019‐3
Formicivora acutirostris,Parana Antwren,EN,NT,N,2019‐3
Grallaricula lineifrons,Crescent‐faced Antpitta,NT,LC,N,2019‐3
Gymnobucco vernayi,Pale‐throated Barbet,LC,VU,G,2019‐3
Haemorhous cassinii,Cassin's Finch,NT,LC,G,2019‐3
Hemitriccus cinnamomeipectus,Cinnamon‐breasted Tody‐tyrant,VU,LC,N,2019‐3
Hydrobates hornbyi,Ringed Storm‐petrel,DD,NT,N,2019‐3
Hydrobates markhami,Markham's Storm‐petrel,DD,NT,N,2019‐3
Hydrobates tristrami,Tristram's Storm‐petrel,NT,LC,N,2019‐3
Hydrornis gurneyi,Gurney's Pitta,EN,CR,G,2019‐3
Hypocnemis cantator,Guianan Antwarbler,NT,LC,N,2019‐3
Hypotaenidia owstoni,Guam Rail,EW,CR,G,2019‐3
Laterallus jamaicensis,Black Rail,NT,EN,G,2019‐3
Lipaugus ater,Black‐and‐gold Cotinga,NT,LC,N,2019‐3
Loriculus flosculus,Flores Hanging‐parrot,EN,VU,N,2019‐3
Megapodius pritchardii,Tongan Scrubfowl,EN,VU,G,2019‐3
Megapodius tenimberensis,Tanimbar Scrubfowl,NT,VU,N,2019‐3
Melamprosops phaeosoma,Poo‐uli,CR,EX,G,2019‐3
Melanerpes herminieri,Guadeloupe Woodpecker,NT,LC,N,2019‐3
Myiopagis olallai,Foothill Elaenia,VU,LC,N,2019‐3
Pachyramphus spodiurus,Slaty Becard,EN,VU,N,2019‐3
Philydor novaesi,Alagoas Foliage‐gleaner,CR,EX,G,2019‐3
Phylloscartes kronei,Restinga Tyrannulet,VU,LC,N,2019‐3
Picumnus minutissimus,Arrowhead Piculet,NT,LC,N,2019‐3
Poospiza rufosuperciliaris,Rufous‐browed Hemispingus,VU,LC,N,2019‐3
Psarocolius cassini,Baudo Oropendola,EN,VU,N,2019‐3
Psittacula eques,Echo Parakeet,EN,VU,G,2019‐3
Psittiparus margaritae,Black‐headed Parrotbill,NT,VU,N,2019‐3
Pterodroma ultima,Murphy's Petrel,NT,LC,G,2019‐3
Setophaga cerulea,Cerulean Warbler,VU,NT,G,2019‐3
Todiramphus tutus,Chattering Kingfisher,LC,NT,N,2019‐3
Turdus lherminieri,Forest Thrush,VU,NT,G,2019‐3
Vireo atricapilla,Black‐capped Vireo,VU,NT,G,2019‐3
Vireo masteri,Choco Vireo,EN,NT,N,2019‐3
Xanthopsar flavus,Saffron‐cowled Blackbird,VU,EN,N,2019‐3
Xenotriccus callizonus,Belted Flycatcher,NT,LC,N,2019‐3
Zosterops flavus,Javan White‐eye,VU,EN,N,2019‐3
Zosterops leucophaeus,Principe Speirops,NT,LC,N,2019‐3
"",,,,,
REPTILES,,,,,
Amerotyphlops amoipira,,DD,LC,N,2019‐2
Anolis megalopithecus,Ruida's Anole,DD,LC,N,2019‐2
Antillotyphlops monensis,Mona Blind Snake,EN,LC,N,2019‐3
Apostolepis phillipsae,,LC,VU,N,2019‐3
Apostolepis polylepis,,DD,LC,N,2019‐2
Bachia trisanale,Stacy's Bachia,DD,LC,N,2019‐2
Batagur dhongoka,Three‐striped Roofed Turtle,EN,CR,G,2019‐1
Batagur trivittata,Burmese Roofed Turtle,EN,CR,N,2019‐1
Bitis schneideri,Namaqua Dwarf Adder,VU,LC,N,2019‐3
Bothrocophias myersi,Chocoan Toadheaded Pitviper,LC,NT,N,2019‐2
Bothrops lojanus,Lojan Lancehead,EN,VU,N,2019‐2
Calotes medogensis,,DD,LC,N,2019‐3
Calyptommatus confusionibus,,EN,LC,N,2019‐1
Celestus scansorius,,NT,EN,N,2019‐3
Cordylus meculae,Mecula Girdled Lizard,EN,LC,N,2019‐3
Cyclura cornuta,Hispaniolan Rhinoceros Iguana,VU,EN,G,2019‐2
Cyclura ricordii,Ricord's Rock Iguana,CR,EN,N,2019‐2
Cyrtodactylus wayakonei,,LC,NT,N,2019‐3
Dibamus bourreti,Bourret's Blind Skink,DD,LC,N,2019‐3
Epictia rufidorsa,Rose Blind Snake,LC,DD,N,2019‐3
Erythrolamprus atraventer,Dixon's Ground Snake,VU,LC,N,2019‐2
Eurolophosaurus nanuzae,Rodrigues' Lava Lizard,NT,LC,N,2019‐1
Geoclemys hamiltonii,Spotted Pond Turtle,VU,EN,G,2019‐1
Hoplodactylus duvaucelii,Duvaucel's Gecko,LR/lc,NT,N,2019‐2
Indotestudo elongata,Elongated Tortoise,EN,CR,N,2019‐1
Liolaemus gravenhorstii,,DD,EN,N,2019‐3
Liolaemus vallecurensis,,LC,NT,G,2019‐3
Lygophis vanzolinii,Vanzolini's Ground Snake,DD,NT,N,2019‐3
Lygosoma anguinum,,DD,LC,N,2019‐2
Malaclemys terrapin,Diamondback Terrapin,LR/nt,VU,G,2019‐1
Malacochersus tornieri,Pancake Tortoise,VU,CR,G,2019‐1
Manouria emys,Asian Giant Tortoise,EN,CR,N,2019‐1
Mokopirirakau kahutarae,Black‐eyed Gecko,LR/nt,VU,N,2019‐2
Naultinus gemmeus,Jewelled Gecko,NT,EN,N,2019‐2
Naultinus manukanus,Marlborough Green Gecko,DD,EN,N,2019‐2
Naultinus rudis,Rough Gecko,LR/lc,EN,N,2019‐2
Oligosoma grande,Grand Skink,VU,EN,N,2019‐2
Oligosoma homalonotum,Chevron Skink,VU,EN,N,2019‐2
Oligosoma microlepis,Small‐scaled Skink,VU,EN,N,2019‐2
Oligosoma waimatense,Scree Skink,VU,EN,N,2019‐2
Oligosoma whitakeri,Whitaker's New Zealand Skink,VU,EN,N,2019‐2
Ptychoglossus bicolor,Werner's Largescale Lizard,VU,LC,N,2019‐3
Rhampholeon gorongosae,Mount Gorongosa Pygmy Chameleon,LC,EN,G,2019‐3
Rhampholeon tilburyi,Mount Namuli Pygmy Chameleon,CR,EN,N,2019‐3
Sauromalus hispidus,Spiny Chuckwalla,NT,EN,G,2019‐2
Scincella monticola,Mountainous Dwarf Skink,NT,LC,N,2019‐2
Sphaerodactylus callocricus,Callous Least Gecko,VU,CR,N,2019‐2
Sphenomorphus cyanolaemus,Blue‐headed Forest Skink,NT,LC,N,2019‐3
Sphenomorphus microtympanus,,DD,LC,N,2019‐2
Stenocercus fimbriatus,Western Leaf Lizard,LR/nt,LC,N,2019‐3
Tachymenis chilensis,Chilean Slender Snake,LC,NT,N,2019‐3
Taeniophallus nebularis,,DD,CR,N,2019‐3
Tetradactylus breyeri,Breyer's Long‐tailed Seps,LC,NT,N,2019‐3
Toropuku stephensi,Stephen's Island Gecko,VU,EN,N,2019‐2
Tukutuku rakiurae,Harlequin Gecko,LR/nt,EN,N,2019‐2
Woodworthia chrysosiretica,Goldstripe Gecko,LR/lc,NT,N,2019‐2
"",,,,,
AMPHIBIANS,,,,,
Afrixalus vibekensis,Nimba Banana Frog,NT,LC,N,2019‐1
Agalychnis psilopygion,,DD,LC,N,2019‐3
Allobates cepedai,,DD,VU,N,2019‐3
Allobates juanii,,CR,EN,N,2019‐3
Allobates picachos,,DD,EN,N,2019‐3
Allobates ranoides,Llanos Rocket Frog,EN,CR,N,2019‐3
Alsodes hugoi,,DD,VU,N,2019‐2
Alsodes igneus,,DD,VU,N,2019‐2
Alsodes vanzolinii,Vanzolini's Spiny‐chest Frog,CR,EN,N,2019‐1
Alsodes verrucosus,Olive Spiny‐chest Frog,DD,EN,N,2019‐1
Ameerega andina,La Planada Poison Frog,DD,CR,N,2019‐1
Amnirana asperrima,Nkongsamba Frog,EN,VU,N,2019‐1
Amnirana occidentalis,Ivory Coast Frog,EN,LC,N,2019‐1
Anomaloglossus beebei,Beebe's Rocket Frog,VU,EN,N,2019‐1
Anomaloglossus degranvillei,Degranville's Rocket Frog,LC,CR,G,2019‐1
Ansonia endauensis,,DD,NT,N,2019‐1
Ansonia jeetsukumarani,Jeet Sukumaran’s Torrent‐Dwelling Toad,DD,VU,N,2019‐1
Ansonia latiffi,Latiff’s Torrent‐Dwelling Toad,DD,NT,N,2019‐1
Ansonia leptopus,Brown Slender Toad,NT,LC,N,2019‐1
Ansonia tiomanica,Pulo Tioman Stream Toad,VU,LC,N,2019‐1
Arthroleptis aureoli,Freetown Long‐fingered Frog,EN,NT,N,2019‐3
Arthroleptis krokosua,Krokosua Squeaking Frog,NT,CR,G,2019‐1
Arthroleptis langeri,,DD,EN,N,2019‐1
Atelognathus patagonicus,Patagonia Frog,EN,CR,G,2019‐1
Atelognathus salai,Portezuelo Frog,VU,LC,N,2019‐1
Atelognathus solitarius,Las Bayas Frog,VU,DD,N,2019‐1
Atelopus angelito,,CR,CR(PE),N,2019‐1
Atelopus certus,Darien Stubfoot Toad,EN,CR,N,2019‐3
Atelopus dimorphus,,EN,DD,N,2019‐1
Atelopus elegans,Elegant Stubfoot Toad,CR,EN,N,2019‐3
Atelopus franciscus,Central Coast Stubfoot Toad,VU,LC,N,2019‐3
Atelopus limosus,Limosa Harlequin Frog,EN,CR,G,2019‐3
Atelopus reticulatus,Arlequín Reticulado,CR,DD,N,2019‐1
Atelopus sanjosei,Anori Stubfoot Toad,DD,CR,N,2019‐3
Batrachyla nibaldoi,Nibaldo's Wood Frog,DD,LC,N,2019‐1
Boana cordobae,,DD,LC,N,2019‐1
Bolitoglossa adspersa,Peter's Mushroomtongue Salamander,LC,NT,N,2019‐3
Bolitoglossa diaphora,,CR,EN,N,2019‐3
Bolitoglossa hiemalis,Salamandra de Páramo,DD,VU,N,2019‐2
Bolitoglossa hypacra,Paramo Frontino Salamander,LC,EN,G,2019‐3
Bolitoglossa lozanoi,,DD,LC,N,2019‐2
Bolitoglossa macrinii,Oaxacan Mushroomtongue Salamander,NT,EN,N,2019‐3
Bolitoglossa oaxacensis,Atoyac Salamander,DD,EN,N,2019‐2
Bolitoglossa peruviana,Peru Mushroomtongue Salamander,LC,DD,N,2019‐1
Bolitoglossa ramosi,Ramos' Mushroomtongue Salamander,LC,NT,N,2019‐2
Bolitoglossa sima,,VU,LC,N,2019‐1
Caecilia bokermanni,Bokermann's Caecilian,DD,LC,N,2019‐3
Caecilia guntheri,Günther's Caecilian,DD,LC,N,2019‐3
Caecilia occidentalis,Cauca Caecilian,DD,NT,N,2019‐3
Caecilia pachynema,Intac Caecilian,DD,LC,N,2019‐3
Caecilia thompsoni,Thompson's Caecilian,DD,LC,N,2019‐2
Callimedusa ecuatoriana,Agua Rica Leaf Frog,EN,VU,N,2019‐3
Callimedusa perinesos,Orange‐spotted Leaf Frog,DD,EN,N,2019‐3
Centrolene azulae,Cordillera Azul Giant Glass Frog,EN,DD,N,2019‐1
Centrolene ballux,Burrowes' Giant Glass Frog,CR,EN,N,2019‐1
Centrolene geckoideum,Pacific Giant Glass Frog,VU,CR,N,2019‐2
Centrolene heloderma,Pichincha Giant Glass Frog,CR,VU,N,2019‐1
Centrolene huilense,Huila Glass Frog,DD,EN,N,2019‐2
Centrolene medemi,,DD,EN,N,2019‐2
Centrolene peristictum,Tandapi Giant Glass Frog,VU,LC,N,2019‐2
Centrolene scirtetes,Tandayapa Giant Glass Frog,DD,EN,N,2019‐2
Centrolene solitaria,Lonely Cochran Frog,DD,EN,N,2019‐2
Chaltenobatrachus grandisonae,Puerto Eden Frog,DD,LC,N,2019‐1
Cochranella litoralis,,DD,VU,N,2019‐2
Cochranella ramirezi,Ramirez's Cochran Frog,DD,NT,N,2019‐3
Colostethus imbricolus,Silverstone's Rocket Frog,DD,EN,N,2019‐2
Colostethus thorntoni,Thornton's Rocket Frog,DD,VU,N,2019‐3
Conraua alleni,Allen's Slippery Frog,VU,LC,N,2019‐1
Craugastor anciano,Corquin Robber Frog,CR,EX,N,2019‐3
Craugastor aurilegulus,,EN,VU,N,2019‐3
Craugastor chrysozetetes,McCranie's Robber Frog,EX,CR,N,2019‐3
Craugastor cyanochthebius,,NT,EN,N,2019‐3
Craugastor emleni,,CR,EN,N,2019‐3
Craugastor omoaensis,Sierra de Omoa Streamside Frog,CR,EX,N,2019‐3
Dendrotriton sanctibarbarus,,VU,CR,G,2019‐3
Diasporus anthrax,,DD,VU,N,2019‐1
Duellmanohyla salvavida,Honduran Brook Frog,CR,EN,N,2019‐3
Ecnomiohyla rabborum,Rabb’s Fringe‐limbed Treefrog,CR,CR(PE),N,2019‐1
Elachistocleis skotogaster,,DD,LC,N,2019‐1
Epicrionops columbianus,El Tambo Caecilian,DD,EN,N,2019‐2
Epicrionops parkeri,Parker's Caecilian,DD,VU,N,2019‐3
Epipedobates machalilla,Rana Nodriza De Machalilla,NT,LC,N,2019‐3
Epipedobates tricolor,Phantasmal Poison Frog,EN,VU,N,2019‐1
Espadarana callistomma,,DD,LC,N,2019‐2
Espadarana durrellorum,,VU,LC,N,2019‐1
Eupsophus roseus,Rosy Ground Frog,NT,LC,N,2019‐1
Eupsophus vertebralis,Valdivia Ground Frog,NT,LC,N,2019‐1
Exerodonta catracha,,EN,NT,N,2019‐3
Gastrophrynoides borneensis,,VU,LC,N,2019‐1
Gastrotheca andaquiensis,Andes Marsupial Frog,NT,LC,N,2019‐2
Gastrotheca angustifrons,Pacific Marsupial Frog,VU,CR,N,2019‐1
Gastrotheca christiani,Calilegua's Marsupial Frog,EN,CR,N,2019‐1
Gastrotheca chrysosticta,Baritú’s Marsupial Frog,VU,EN,N,2019‐1
Gastrotheca dendronastes,Rio Calima Marsupial Frog,VU,EN,N,2019‐1
Gastrotheca gracilis,La Banderita Marsupial Frog,VU,EN,N,2019‐1
Gastrotheca guentheri,Gunther's Marsupial Frog,VU,DD,N,2019‐1
Gastrotheca lateonota,El Tambo Marsupial Frog,DD,VU,N,2019‐3
Gastrotheca weinlandii,Weinland's Marsupial Frog,DD,LC,N,2019‐3
Glyphoglossus brooksii,Brook's Squat Frog,DD,LC,N,2019‐1
Glyphoglossus minutus,,DD,NT,N,2019‐1
Hemisus perreti,Perret’s Shovelnose Frog,DD,LC,N,2019‐2
Hyloscirtus caucanus,Cauca Treefrog,DD,EN,N,2019‐3
Hyloscirtus denticulentus,Charta Treefrog,EN,VU,N,2019‐2
Hyloscirtus larinopygion,Cordillera Central Treefrog,NT,LC,N,2019‐1
Hyloscirtus psarolaimus,Papallacta Treefrog,EN,VU,N,2019‐1
Hyloscirtus ptychodactylus,,CR,EN,N,2019‐1
Hyloscirtus sarampiona,Western Andes Treefrog,DD,EN,N,2019‐1
Hyloxalus abditaurantius,Bello Rocket Frog,LC,CR,N,2019‐2
Hyloxalus awa,,VU,LC,N,2019‐1
Hyloxalus breviquartus,Rana Cohete de Urrao,DD,LC,N,2019‐3
