"taxonid","kingdom_name","phylum_name","class_name","order_name","family_name","genus_name","scientific_name","taxonomic_authority","infra_rank","infra_name","population","category","main_common_name"
59,"ANIMALIA","MOLLUSCA","GASTROPODA","STYLOMMATOPHORA","VALLONIIDAE","Acanthinula","Acanthinula spinifera","Mousson, 1872",NA,NA,NA,"DD",NA
81,"ANIMALIA","CHORDATA","ACTINOPTERYGII","SALMONIFORMES","SALMONIDAE","Salmo","Salmo ohridanus","Steindachner, 1892",NA,NA,NA,"VU",NA
215,"ANIMALIA","MOLLUSCA","GASTROPODA","ARCHITAENIOGLOSSA","ACICULIDAE","Acicula","Acicula norrisi","E. Gittenberger &amp; Boeters, 1977",NA,NA,NA,"VU",NA
217,"ANIMALIA","MOLLUSCA","GASTROPODA","ARCHITAENIOGLOSSA","ACICULIDAE","Acicula","Acicula hausdorfi","Boeters, Gittenberger &amp; Subai, 1989",NA,NA,NA,"NT",NA
224,"ANIMALIA","CHORDATA","ACTINOPTERYGII","ACIPENSERIFORMES","ACIPENSERIDAE","Acipenser","Acipenser naccarii","Bonaparte, 1836",NA,NA,NA,"CR","Adriatic Sturgeon"
225,"ANIMALIA","CHORDATA","ACTINOPTERYGII","ACIPENSERIFORMES","ACIPENSERIDAE","Acipenser","Acipenser nudiventris","Lovetsky, 1828",NA,NA,NA,"CR","Ship Sturgeon"
227,"ANIMALIA","CHORDATA","ACTINOPTERYGII","ACIPENSERIFORMES","ACIPENSERIDAE","Acipenser","Acipenser ruthenus","Linnaeus, 1758",NA,NA,NA,"VU","Sterlet"
229,"ANIMALIA","CHORDATA","ACTINOPTERYGII","ACIPENSERIFORMES","ACIPENSERIDAE","Acipenser","Acipenser stellatus","Pallas, 1771",NA,NA,NA,"CR","Stellate Sturgeon"
230,"ANIMALIA","CHORDATA","ACTINOPTERYGII","ACIPENSERIFORMES","ACIPENSERIDAE","Acipenser","Acipenser sturio","Linnaeus, 1758",NA,NA,NA,"CR","European Sturgeon"
232,"ANIMALIA","CHORDATA","ACTINOPTERYGII","ACIPENSERIFORMES","ACIPENSERIDAE","Acipenser","Acipenser gueldenstaedtii","Brandt &amp; Ratzeburg, 1833",NA,NA,NA,"CR","Russian Sturgeon"
235,"ANIMALIA","CHORDATA","ACTINOPTERYGII","ACIPENSERIFORMES","ACIPENSERIDAE","Acipenser","Acipenser persicus","Borodin, 1897",NA,NA,NA,"CR","Persian Sturgeon"
269,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Acomys","Acomys minous","Bate, 1906",NA,NA,NA,"DD","Crete Spiny Mouse"
271,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Acomys","Acomys nesiotes","Bate, 1903",NA,NA,NA,"DD","Cyprus Spiny Mouse"
499,"ANIMALIA","MOLLUSCA","GASTROPODA","STYLOMMATOPHORA","GEOMITRIDAE","Actinella","Actinella actinophora","(R.T. Lowe, 1831)",NA,NA,NA,"VU",NA
500,"ANIMALIA","MOLLUSCA","GASTROPODA","STYLOMMATOPHORA","GEOMITRIDAE","Plebecula","Plebecula anaglyptica","(Reeve, 1852)",NA,NA,NA,"NT",NA
501,"ANIMALIA","MOLLUSCA","GASTROPODA","STYLOMMATOPHORA","GEOMITRIDAE","Actinella","Actinella armitageana","(Lowe, 1852)",NA,NA,NA,"VU",NA
502,"ANIMALIA","MOLLUSCA","GASTROPODA","STYLOMMATOPHORA","GEOMITRIDAE","Actinella","Actinella carinofausta","Waldén, 1983",NA,NA,NA,"EN",NA
503,"ANIMALIA","MOLLUSCA","GASTROPODA","STYLOMMATOPHORA","GEOMITRIDAE","Domunculifex","Domunculifex littorinella","(J. Mabille, 1883)",NA,NA,NA,"VU",NA
504,"ANIMALIA","MOLLUSCA","GASTROPODA","STYLOMMATOPHORA","GEOMITRIDAE","Actinella","Actinella fausta","(Lowe, 1831)",NA,NA,NA,"LC",NA
505,"ANIMALIA","MOLLUSCA","GASTROPODA","STYLOMMATOPHORA","GEOMITRIDAE","Plebecula","Plebecula giramica","(R.T. Lowe, 1852)",NA,NA,NA,"VU",NA
506,"ANIMALIA","MOLLUSCA","GASTROPODA","STYLOMMATOPHORA","GEOMITRIDAE","Actinella","Actinella laciniosa","(R.T. Lowe, 1852)",NA,NA,NA,"VU",NA
507,"ANIMALIA","MOLLUSCA","GASTROPODA","STYLOMMATOPHORA","GEOMITRIDAE","Actinella","Actinella obserata","(R.T. Lowe, 1852)",NA,NA,NA,"CR",NA
508,"ANIMALIA","MOLLUSCA","GASTROPODA","STYLOMMATOPHORA","GEOMITRIDAE","Actinella","Actinella robusta","(Wollaston, 1878)",NA,NA,NA,"DD",NA
563,"ANIMALIA","ARTHROPODA","INSECTA","ODONATA","AESHNIDAE","Aeshna","Aeshna viridis","Eversmann, 1836",NA,NA,NA,"NT","Green Hawker"
701,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","LYCAENIDAE","Agriades","Agriades zullichi","(Hemming, 1933)",NA,NA,NA,"EN","Zullich's Blue"
788,"ANIMALIA","CHORDATA","ACTINOPTERYGII","CYPRINIFORMES","LEUCISCIDAE","Alburnus","Alburnus albidus","(Costa, 1838)",NA,NA,NA,"VU","Italian bleak"
789,"ANIMALIA","CHORDATA","ACTINOPTERYGII","CYPRINIFORMES","LEUCISCIDAE","Alburnus","Alburnus alburnus","(Linnaeus, 1758)",NA,NA,NA,"LC","Bleak"
840,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","LACERTIDAE","Algyroides","Algyroides marchi","Valverde, 1958",NA,NA,NA,"EN","Spanish Algyroides"
857,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","DIPODIDAE","Allactaga","Allactaga major","(Kerr, 1792)",NA,NA,NA,"NT","Great Jerboa"
875,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Allocricetulus","Allocricetulus eversmanni","(Brandt, 1859)",NA,NA,NA,"LC","Eversmann's Hamster"
877,"ANIMALIA","MOLLUSCA","GASTROPODA","STYLOMMATOPHORA","HELICIDAE","Allognathus","Allognathus graellsianus","(Pfeiffer, 1853)",NA,NA,NA,"LC",NA
899,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","CANIDAE","Vulpes","Vulpes lagopus","Linnaeus, 1758",NA,NA,NA,"LC","Arctic Fox"
903,"ANIMALIA","CHORDATA","ACTINOPTERYGII","CLUPEIFORMES","CLUPEIDAE","Alosa","Alosa alosa","(Linnaeus, 1758)",NA,NA,NA,"LC","Allis shad"
904,"ANIMALIA","CHORDATA","ACTINOPTERYGII","CLUPEIFORMES","CLUPEIDAE","Alosa","Alosa fallax","(Lacepède, 1803)",NA,NA,NA,"LC","Twaite Shad"
905,"ANIMALIA","CHORDATA","ACTINOPTERYGII","CLUPEIFORMES","CLUPEIDAE","Alosa","Alosa macedonica","(Vinciguerra, 1921)",NA,NA,NA,"VU","Macedonian shad"
906,"ANIMALIA","CHORDATA","ACTINOPTERYGII","CLUPEIFORMES","CLUPEIDAE","Alosa","Alosa maeotica","(Grimm, 1901)",NA,NA,NA,"LC","Black Sea shad"
907,"ANIMALIA","CHORDATA","ACTINOPTERYGII","CLUPEIFORMES","CLUPEIDAE","Alosa","Alosa immaculata","Bennett, 1835",NA,NA,NA,"VU",NA
977,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","ALYTIDAE","Alytes","Alytes muletensis","(Sanchiz &amp; Adrover, 1979)",NA,NA,NA,"EN","Mallorcan Midwife Toad"
979,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","ALYTIDAE","Alytes","Alytes dickhilleni","Arntzen &amp; García-París, 1995",NA,NA,NA,"EN","Betic Midwife Toad"
980,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Alzoniella","Alzoniella hartwigschuetti","(Reischütz, 1983)",NA,NA,NA,"NT",NA
1170,"ANIMALIA","MOLLUSCA","GASTROPODA","STYLOMMATOPHORA","FERUSSACIIDAE","Amphorella","Amphorella melampoides","(R. Lowe, 1831)",NA,NA,NA,"LC",NA
1172,"ANIMALIA","MOLLUSCA","GASTROPODA","STYLOMMATOPHORA","FERUSSACIIDAE","Amphorella","Amphorella iridescens","(Wollaston, 1878)",NA,NA,NA,"VU",NA
1199,"ANIMALIA","CHORDATA","ACTINOPTERYGII","CYPRINIFORMES","LEUCISCIDAE","Anaecypris","Anaecypris hispanica","(Steindachner, 1866)",NA,NA,NA,"EN","Iberian minnowcarp"
1846,"ANIMALIA","CHORDATA","ACTINOPTERYGII","CYPRINODONTIFORMES","APHANIIDAE","Apricaphanius","Apricaphanius iberus","(Valenciennes, 1846)",NA,NA,NA,"EN","Spanish Killifish"
1847,"ANIMALIA","CHORDATA","ACTINOPTERYGII","CYPRINODONTIFORMES","APHANIIDAE","Aphanius","Aphanius fasciatus","(Valenciennes, 1821)",NA,NA,NA,"LC","Mediterranean Killifish"
1888,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Apodemus","Apodemus agrarius","(Pallas, 1771)",NA,NA,NA,"LC","Striped Field Mouse"
1892,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Apodemus","Apodemus flavicollis","(Melchior, 1834)",NA,NA,NA,"LC","Yellow-necked Field Mouse"
1898,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Apodemus","Apodemus mystacinus","(Danford &amp; Alston, 1877)",NA,NA,NA,"LC","Eastern Broad-toothed Field Mouse"
1904,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Apodemus","Apodemus sylvaticus","(Linnaeus, 1758)",NA,NA,NA,"LC","Long-tailed Field Mouse"
1905,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Apodemus","Apodemus uralensis","(Pallas, 1811)",NA,NA,NA,"LC","Herb Field Mouse"
1907,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Apodemus","Apodemus alpicola","Heinrich, 1952",NA,NA,NA,"LC","Alpine Field Mouse"
1935,"ANIMALIA","ARTHROPODA","INSECTA","MANTODEA","MANTIDAE","Apteromantis","Apteromantis aptera","(Fuente, 1894)",NA,NA,NA,"LC","Wingless Mantis"
2092,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Heraultiella","Heraultiella exilis","(Paladilhe, 1867)",NA,NA,NA,"VU",NA
2107,"ANIMALIA","MOLLUSCA","GASTROPODA","STYLOMMATOPHORA","ARIONIDAE","Arion","Arion obesoductus","Reischütz, 1973",NA,NA,NA,"LC",NA
2109,"ANIMALIA","MOLLUSCA","GASTROPODA","STYLOMMATOPHORA","ARIONIDAE","Arion","Arion simrothi","Künkel, 1909",NA,NA,NA,"DD",NA
2149,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Arvicola","Arvicola amphibius","(Linnaeus, 1758)",NA,NA,NA,"LC","European Water Vole"
2150,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Arvicola","Arvicola sapidus","Miller, 1908",NA,NA,NA,"VU","Southern Water Vole"
2178,"ANIMALIA","CHORDATA","ACTINOPTERYGII","CYPRINIFORMES","LEUCISCIDAE","Leuciscus","Leuciscus aspius","(Linnaeus, 1758)",NA,NA,NA,"LC","Mesopotamian Asp"
2346,"ANIMALIA","MOLLUSCA","GASTROPODA","STYLOMMATOPHORA","HELICODONTIDAE","Atenia","Atenia quadrasi","Hidalgo, 1885",NA,NA,NA,"LC",NA
2352,"ANIMALIA","CHORDATA","ACTINOPTERYGII","ATHERINIFORMES","ATHERINIDAE","Atherina","Atherina boyeri","Risso, 1810",NA,NA,NA,"LC","Black Sea Silverside"
2436,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Avenionia","Avenionia brevis","(Draparnaud, 1805)",NA,NA,NA,"LC",NA
2463,"ANIMALIA","ARTHROPODA","INSECTA","ORTHOPTERA","TETTIGONIIDAE","Baetica","Baetica ustulata","(Rambur, 1839)",NA,NA,NA,"EN","Sierra Nevadan Saddle Bush-cricket"
2467,"ANIMALIA","CHORDATA","MAMMALIA","CETARTIODACTYLA","BALAENIDAE","Balaena","Balaena mysticetus","Linnaeus, 1758",NA,NA,NA,"NA","Bowhead Whale"
2474,"ANIMALIA","CHORDATA","MAMMALIA","CETARTIODACTYLA","BALAENOPTERIDAE","Balaenoptera","Balaenoptera acutorostrata","Lacépède, 1804",NA,NA,NA,"LC","Common Minke Whale"
2475,"ANIMALIA","CHORDATA","MAMMALIA","CETARTIODACTYLA","BALAENOPTERIDAE","Balaenoptera","Balaenoptera borealis","Lesson, 1828",NA,NA,NA,"EN","Sei Whale"
2477,"ANIMALIA","CHORDATA","MAMMALIA","CETARTIODACTYLA","BALAENOPTERIDAE","Balaenoptera","Balaenoptera musculus","(Linnaeus, 1758)",NA,NA,NA,"EN","Blue Whale"
2478,"ANIMALIA","CHORDATA","MAMMALIA","CETARTIODACTYLA","BALAENOPTERIDAE","Balaenoptera","Balaenoptera physalus","(Linnaeus, 1758)",NA,NA,NA,"NT","Fin Whale"
2539,"ANIMALIA","CHORDATA","ACTINOPTERYGII","TETRAODONTIFORMES","BALISTIDAE","Balistes","Balistes vetula","Linnaeus, 1758",NA,NA,NA,"DD","Queen Triggerfish"
2553,"ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Barbastella","Barbastella barbastellus","(Schreber, 1774)",NA,NA,NA,"VU","Western Barbastelle"
2561,"ANIMALIA","CHORDATA","ACTINOPTERYGII","CYPRINIFORMES","CYPRINIDAE","Barbus","Barbus barbus","(Linnaeus, 1758)",NA,NA,NA,"LC","Barbel"
2567,"ANIMALIA","CHORDATA","ACTINOPTERYGII","CYPRINIFORMES","CYPRINIDAE","Barbus","Barbus meridionalis","Risso, 1827",NA,NA,NA,"NT","Mediterranean Barbel"
2568,"ANIMALIA","CHORDATA","ACTINOPTERYGII","CYPRINIFORMES","CYPRINIDAE","Barbus","Barbus plebejus","Bonaparte, 1839",NA,NA,NA,"LC","Padanian Barbel"
2575,"ANIMALIA","CHORDATA","ACTINOPTERYGII","CYPRINIFORMES","CYPRINIDAE","Luciobarbus","Luciobarbus comizo","(Steindachner, 1864)",NA,NA,NA,"VU","Iberian barbel"
2576,"ANIMALIA","CHORDATA","ACTINOPTERYGII","CYPRINIFORMES","CYPRINIDAE","Barbus","Barbus euboicus","Stephanidis, 1950",NA,NA,NA,"CR","Evia barbel"
2577,"ANIMALIA","CHORDATA","ACTINOPTERYGII","CYPRINIFORMES","CYPRINIDAE","Luciobarbus","Luciobarbus guiraonis","(Steindachner, 1866)",NA,NA,NA,"VU","Valencia barbel"
2578,"ANIMALIA","CHORDATA","ACTINOPTERYGII","CYPRINIFORMES","CYPRINIDAE","Barbus","Barbus haasi","Mertens, 1925",NA,NA,NA,"VU","Redtail barb"
2580,"ANIMALIA","CHORDATA","ACTINOPTERYGII","CYPRINIFORMES","CYPRINIDAE","Luciobarbus","Luciobarbus microcephalus","(Almaça, 1967)",NA,NA,NA,"VU","Small-headed barbel"
2582,"ANIMALIA","CHORDATA","ACTINOPTERYGII","CYPRINIFORMES","CYPRINIDAE","Barbus","Barbus prespensis","Karaman, 1924",NA,NA,NA,"LC","Prespa barbel"
2584,"ANIMALIA","CHORDATA","ACTINOPTERYGII","CYPRINIFORMES","CYPRINIDAE","Luciobarbus","Luciobarbus bocagei","(Linnaeus, 1758)",NA,NA,NA,"LC",NA
2585,"ANIMALIA","CHORDATA","ACTINOPTERYGII","CYPRINIFORMES","CYPRINIDAE","Barbus","Barbus cyclolepis","Heckel, 1837",NA,NA,NA,"LC",NA
2587,"ANIMALIA","CHORDATA","ACTINOPTERYGII","CYPRINIFORMES","CYPRINIDAE","Luciobarbus","Luciobarbus graellsii","(Steindachner, 1866)",NA,NA,NA,"LC",NA
2588,"ANIMALIA","CHORDATA","ACTINOPTERYGII","CYPRINIFORMES","CYPRINIDAE","Barbus","Barbus peloponnesius","Valenciennes, 1842",NA,NA,NA,"LC",NA
2589,"ANIMALIA","CHORDATA","ACTINOPTERYGII","CYPRINIFORMES","CYPRINIDAE","Luciobarbus","Luciobarbus sclateri","(Günther, 1868)",NA,NA,NA,"LC",NA
2590,"ANIMALIA","CHORDATA","ACTINOPTERYGII","CYPRINIFORMES","CYPRINIDAE","Luciobarbus","Luciobarbus steindachneri","(Almaça, 1967)",NA,NA,NA,"VU","Guadiana barbel"
2591,"ANIMALIA","CHORDATA","ACTINOPTERYGII","CYPRINIFORMES","CYPRINIDAE","Barbus","Barbus tyberinus","Bonaparte, 1839",NA,NA,NA,"NT","Horse barbel"
2592,"ANIMALIA","CHORDATA","ACTINOPTERYGII","CYPRINIFORMES","CYPRINIDAE","Barbus","Barbus caninus","Bonaparte, 1839",NA,NA,NA,"EN","Insubrian barbel"
2724,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Alzoniella","Alzoniella pyrenaica","(Boeters, 1983)",NA,NA,NA,"DD",NA
2725,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Belgrandiella","Belgrandiella austriana","(Radoman, 1975)",NA,NA,NA,"CR",NA
2726,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Belgrandiella","Belgrandiella fuchsi","(Boeters, 1970)",NA,NA,NA,"VU",NA
2728,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Belgrandiella","Belgrandiella parreyssii","(L. Pfeiffer, 1841)",NA,NA,NA,"CR",NA
2729,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Belgrandiella","Belgrandiella styriaca","Stojaspal, 1978",NA,NA,NA,"CR",NA
2732,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Belgrandiella","Belgrandiella ganslmayri","Haase, 1993",NA,NA,NA,"CR",NA
2734,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Belgrandiella","Belgrandiella mimula","Haase, 1996",NA,NA,NA,"CR",NA
2735,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Belgrandiella","Belgrandiella pelerei","Haase, 1994",NA,NA,NA,"CR",NA
2737,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Belgrandiella","Belgrandiella wawrai","Haase, 1996",NA,NA,NA,"EN",NA
2761,"ANIMALIA","CHORDATA","ACTINOPTERYGII","GOBIIFORMES","GOBIIDAE","Benthophiloides","Benthophiloides brauneri","Beling &amp; Iljin, 1927",NA,NA,NA,"DD","Beardless tadpole goby"
2805,"ANIMALIA","ARTHROPODA","INSECTA","ORTHOPTERA","TETRIGIDAE","Tetrix","Tetrix transsylvanica","(Bazyluk &amp; Kis, 1960)",NA,NA,NA,"EN","Transsylvanian Wingless Groundhopper"
2814,"ANIMALIA","CHORDATA","MAMMALIA","CETARTIODACTYLA","BOVIDAE","Bison","Bison bonasus","(Linnaeus, 1758)",NA,NA,NA,"VU","European Bison"
2845,"ANIMALIA","MOLLUSCA","GASTROPODA","STYLOMMATOPHORA","CLAUSILIIDAE","Boettgeria","Boettgeria obesiuscula","(R.T. Lowe, 1863)",NA,NA,NA,"CR",NA
2846,"ANIMALIA","MOLLUSCA","GASTROPODA","STYLOMMATOPHORA","CLAUSILIIDAE","Bofilliella","Bofilliella subarcuata","(Bofill, 1897)",NA,NA,NA,"NT",NA
2865,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","BOMBINATORIDAE","Bombina","Bombina bombina","(Linnaeus, 1761)",NA,NA,NA,"LC","Fire-bellied Toad"
3334,"ANIMALIA","ARTHROPODA","INSECTA","COLEOPTERA","BUPRESTIDAE","Buprestis","Buprestis splendens","Fabricius, 1775",NA,NA,NA,"EN","Goldstreifiger"
3385,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","BYTHINELLIDAE","Bythinella","Bythinella carinulata","(Drouet, 1868)",NA,NA,NA,"EN",NA
3386,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","BYTHINELLIDAE","Bythinella","Bythinella pupoides","(Paladilhe, 1869)",NA,NA,NA,"LC",NA
3387,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","BYTHINELLIDAE","Bythinella","Bythinella reyniesii","(Dupuy, 1851)",NA,NA,NA,"LC",NA
3390,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","BYTHINELLIDAE","Bythinella","Bythinella badensis","Boeters, 1981",NA,NA,NA,"NT",NA
3391,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","BYTHINELLIDAE","Bythinella","Bythinella bavarica","Clessin, 1877",NA,NA,NA,"EN",NA
3392,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","BYTHINELLIDAE","Bythinella","Bythinella compressa","(Frauenfeld, 1857)",NA,NA,NA,"DD","Rhön Spring Snail"
3393,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","BYTHINELLIDAE","Bythinella","Bythinella cylindrica","(Frauenfeld, 1856)",NA,NA,NA,"CR",NA
3394,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","BYTHINELLIDAE","Bythinella","Bythinella dunkeri","(Frauenfeld, 1857)",NA,NA,NA,"DD",NA
3396,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","BYTHINELLIDAE","Bythinella","Bythinella padiraci","Locard, 1903",NA,NA,NA,"VU",NA
3397,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","MOITESSIERIIDAE","Bythiospeum","Bythiospeum articense","Bernasconi, 1985",NA,NA,NA,"LC",NA
3398,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","MOITESSIERIIDAE","Bythiospeum","Bythiospeum bressanum","Bernasconi, 1985",NA,NA,NA,"LC",NA
3399,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","MOITESSIERIIDAE","Bythiospeum","Bythiospeum diaphanum","(Michaud, 1831)",NA,NA,NA,"NT",NA
3400,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","MOITESSIERIIDAE","Bythiospeum","Bythiospeum garnieri","(Sayn, 1889)",NA,NA,NA,"LC",NA
3401,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","MOITESSIERIIDAE","Bythiospeum","Bythiospeum acicula","(Hartmann, 1821)",NA,NA,NA,"VU",NA
3402,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","MOITESSIERIIDAE","Bythiospeum","Bythiospeum alpinum","Bernasconi, 1988",NA,NA,NA,"NT",NA
3403,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","MOITESSIERIIDAE","Bythiospeum","Bythiospeum cisterciensorum","Reischütz, 1983",NA,NA,NA,"CR",NA
3404,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","MOITESSIERIIDAE","Bythiospeum","Bythiospeum elseri","(Fuchs, 1929)",NA,NA,NA,"EN",NA
3405,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","MOITESSIERIIDAE","Bythiospeum","Bythiospeum geyeri","(Fuchs, 1925)",NA,NA,NA,"VU",NA
3406,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","MOITESSIERIIDAE","Bythiospeum","Bythiospeum noricum","(Fuchs, 1929)",NA,NA,NA,"EN",NA
3407,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","MOITESSIERIIDAE","Bythiospeum","Bythiospeum quenstedti","(Wiedersheim, 1873)",NA,NA,NA,"LC",NA
3408,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","MOITESSIERIIDAE","Bythiospeum","Bythiospeum reisalpense","(Reischütz, 1983)",NA,NA,NA,"VU",NA
3409,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","MOITESSIERIIDAE","Bythiospeum","Bythiospeum sandbergeri","(Flach, 1886)",NA,NA,NA,"DD",NA
3410,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","MOITESSIERIIDAE","Bythiospeum","Bythiospeum pfeifferi","(Clessin, 1890)",NA,NA,NA,"CR",NA
3411,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","MOITESSIERIIDAE","Bythiospeum","Bythiospeum tschapecki","(Clessin, 1882)",NA,NA,NA,"CR",NA
3736,"ANIMALIA","MOLLUSCA","GASTROPODA","STYLOMMATOPHORA","CANARIELLIDAE","Canariella","Canariella leprosa","Shuttleworth, 1852",NA,NA,NA,"VU",NA
3737,"ANIMALIA","MOLLUSCA","GASTROPODA","STYLOMMATOPHORA","CANARIELLIDAE","Canariella","Canariella pthonera","(J. Mabille, 1883)",NA,NA,NA,"VU",NA
3739,"ANIMALIA","MOLLUSCA","GASTROPODA","STYLOMMATOPHORA","GEOMITRIDAE","Xeroplexa","Xeroplexa setubalensis","(L. Pfeiffer, 1850)",NA,NA,NA,"EN",NA
3746,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","CANIDAE","Canis","Canis lupus","Linnaeus, 1758",NA,NA,NA,"LC","Grey Wolf"
3798,"ANIMALIA","CHORDATA","MAMMALIA","CETARTIODACTYLA","BOVIDAE","Capra","Capra pyrenaica","Schinz, 1838",NA,NA,NA,"LC","Iberian Wild Goat"
3849,"ANIMALIA","CHORDATA","ACTINOPTERYGII","CYPRINIFORMES","CYPRINIDAE","Carassius","Carassius carassius","(Linnaeus, 1758)",NA,NA,NA,"LC","Crucian Carp"
3851,"ANIMALIA","CHORDATA","CHONDRICHTHYES","CARCHARHINIFORMES","CARCHARHINIDAE","Carcharhinus","Carcharhinus limbatus","(Müller &amp; Henle, 1839)",NA,NA,NA,"DD","Blacktip Shark"
3852,"ANIMALIA","CHORDATA","CHONDRICHTHYES","CARCHARHINIFORMES","CARCHARHINIDAE","Carcharhinus","Carcharhinus obscurus","(Lesueur, 1818)",NA,NA,NA,"DD","Dusky Shark"
3853,"ANIMALIA","CHORDATA","CHONDRICHTHYES","CARCHARHINIFORMES","CARCHARHINIDAE","Carcharhinus","Carcharhinus plumbeus","(Nardo, 1827)",NA,NA,NA,"EN","Sandbar Shark"
3854,"ANIMALIA","CHORDATA","CHONDRICHTHYES","LAMNIFORMES","ODONTASPIDIDAE","Carcharias","Carcharias taurus","Rafinesque, 1810",NA,NA,NA,"CR","Sand Tiger Shark"
3855,"ANIMALIA","CHORDATA","CHONDRICHTHYES","LAMNIFORMES","LAMNIDAE","Carcharodon","Carcharodon carcharias","(Linnaeus, 1758)",NA,NA,NA,"CR","White Shark"
3990,"ANIMALIA","MOLLUSCA","GASTROPODA","STYLOMMATOPHORA","GEOMITRIDAE","Caseolus","Caseolus calculus","(R.T. Lowe, 1854)",NA,NA,NA,"VU","Madeiran Land Snail"
3993,"ANIMALIA","MOLLUSCA","GASTROPODA","STYLOMMATOPHORA","GEOMITRIDAE","Caseolus","Caseolus abjectus","(R.T. Lowe, 1831)",NA,NA,NA,"LC",NA
3994,"ANIMALIA","MOLLUSCA","GASTROPODA","STYLOMMATOPHORA","GEOMITRIDAE","Caseolus","Caseolus commixtus","(R.T. Lowe, 1854)",NA,NA,NA,"LC",NA
